http://about.com,Portal Sites
http://alexa.com,Internet Services
http://bing.com,Search Engines
http://bloglovin.com,Blogs/Wiki
http://calameo.com,Interactive Web Applications
http://cbslocal.com,General News
http://change.org,Non-Profit/Advocacy/NGO
http://daum.net,Portal Sites
http://depositfiles.com,Personal Network Storage
http://developers.google.,Internet Services
http://gofundme.com,Internet Services
http://harvard.edu,Education/Reference
http://inc.com,Business
http://instagram.com,Social Networking
http://linkedin.com,Professional Networking
http://marriott.com,Travel
http://paypal.com,Finance/Banking
http://pcmag.com,Software/Hardware
http://photos.google.com,Media Sharing
http://prnewswire.com,Business
http://qz.com,Blogs/Wiki
http://scoop.it,Internet Services
http://scribd.com,Personal Network Storage Media Sharing
http://search.yahoo.com,Search Engines
http://sendspace.com,Personal Network Storage
http://slate.com,Politics/Opinion
http://slideshare.net,Personal Network Storage Interactive Web Applications
http://theatlantic.com,General News Politics/Opinion
http://thetimes.co.uk,General News
http://udemy.com,Education/Reference
http://undeveloped.com,Marketing/Merchandising
http://www.bing.com/image,Search Engines
http://www.bing.com/video,Search Engines
http://ziddu.com,Personal Network Storage
https://abcnews.go.com/US,General News
https://checkout.buydomai,Internet Services
https://de.wikipedia.org/,Blogs/Wiki
https://deadspin.com,Entertainment Blogs/Wiki
https://dribbble.com/acre,Business
https://e.mail.ru/login?f,Web Mail
https://es.wikipedia.org/,Education/Reference Blogs/Wiki
https://eu.usatoday.com/n,General News
https://fortune.com/ranki,Finance/Banking
https://gizmodo.com,Blogs/Wiki
https://issuu.com:443/,Interactive Web Applications Media Sharing
https://mashable.com/ente,Blogs/Wiki
https://myspace.com/disco,Entertainment
https://passport.alibaba.,Business
https://poczta.interia.pl,Web Mail
https://russian.rt.com/,General News
https://secure.id.fc2.com,Internet Services
https://services.business,General News
https://thehill.com/#main,General News
https://vimeo.com/log_in,Streaming Media Media Sharing
https://www.adobe.com/cre,Business Software/Hardware
https://www.bbc.co.uk,General News
https://www.bbc.com/#orb-,General News
https://www.bloglovin.com,Blogs/Wiki
https://www.bloomberg.com,Finance/Banking General News
https://www.ca.gov/#main-,Public Information Government/Military
https://www.chicagotribun,General News
https://www.cnbc.com/mark,Finance/Banking General News
https://www.cnbc.com/worl,Finance/Banking General News
https://www.corriere.it/c,General News
https://www.corriere.it/f,General News
https://www.debian.org/#c,Business Software/Hardware
https://www.e-recht24.de/,Marketing/Merchandising
https://www.ea.com/games/,Games Unverified
https://www.espn.com/,Sports
https://www.espn.com/nfl/,Sports
https://www.ft.com#site-n,General News
https://www.harvard.edu/c,Education/Reference
https://www.ign.com/artic,EntertainmentGames Blogs/Wiki
https://www.imdb.com/list,Entertainment
https://www.inc.com/camer,Business
https://www.inc.com/myacc,Business
https://www.intel.com/con,Business Software/Hardware
https://www.intel.com/con,Business Software/Hardware
https://www.istockphoto.c,Internet Services
https://www.linkedin.com/,Professional Networking
https://www.linkedin.com/,Professional Networking
https://www.marketwatch.c,Finance/Banking
https://www.netvibes.com/,Business
https://www.pbs.org/searc,Education/Reference General News
https://www.princeton.edu,Education/Reference
https://www.repubblica.it,General News
https://www.samsung.com/u,Business
https://www.surveymonkey.,Interactive Web Applications
https://www.surveymonkey.,Interactive Web Applications
https://www.telegraph.co.,General News
https://www.theguardian.c,General News
https://www.thestar.com/s,General News
https://www.udemy.com/cou,Education/Reference
https://www.udemy.com/cou,Education/Reference
https://www.udemy.com/cou,Education/Reference
https://www.weforum.org:4,Non-Profit/Advocacy/NGO
https://www.weforum.org:4,Non-Profit/Advocacy/NGO
https://www.weforum.org:4,Non-Profit/Advocacy/NGO
https://www.whitehouse.go,Government/Military
https://www.wikihow.com/S,Blogs/Wiki
http://aol.com,Portal Sites
http://bbc.com,General News
http://cnbc.com,Finance/BankingGeneral News
http://dw.com,General News
http://espn.go.com,Sports
http://issuu.com,Interactive Web ApplicationsMedia Sharing
http://istockphoto.com,Internet Services
http://mediafire.com,Personal Network Storage
http://narod.ru,Personal Page Internet Services
http://nasa.gov,Government/Military
http://photobucket.com,Media Sharing
http://photos.google.com,Media Sharing
http://repubblica.it,General News
http://usgs.gov,Government/Military
http://vox.com,Blogs/Wiki
http://weforum.org,Non-Profit/Advocacy/NGO
https://arabic.rt.com/,General News
https://chrome.google.com,Software/Hardware
https://clean.marriott.co,Travel
https://en.calameo.com/,Interactive Web Applications
https://en.wikipedia.org/,Education/ReferenceBlogs/Wiki
https://en.wikipedia.org/,Education/Reference Blogs/Wiki
https://es.wikipedia.org/,Education/Reference Blogs/Wiki
https://fortune.com/fortu,Finance/Banking
https://gizmodo.com,Blogs/Wiki
https://nypost.com/metro/,General News
https://signin.ebay.com/w,Auctions/Classifieds
https://www.bbc.com,General News
https://www.cbsnews.com/a,General News
https://www.daum.net/#med,Portal Sites
https://www.e-recht24.de/,Internet Services
https://www.elmundo.es/es,General News
https://www.entrepreneur.,Business
https://www.istockphoto.c,Internet Services
https://www.slideshare.ne,Personal Network Storage Interactive Web Applications
https://www.thedailybeast,General News
https://www.theguardian.c,General News
