http://xinhuanet.com,200,TimeoutError
http://17ok.com,200,504
http://babytree.com,200,504
http://videocampaign.co,200,504
http://soso.com,200,504
https://kumparan.com:443/,200,502
http://www.google.com.ar/,200,504
http://www.google.az/,200,504
http://chinanetrank.com,200,504
https://www.gsmarena.com/,200,429
http://renren.com,200,504
https://www.mos.ru/,200,403
http://www.nga.cn/,200,503
http://www.ukr.net/,200,504
http://iweihai.cn,200,504
http://www.gov.cn,200,504
http://9lianmeng.com,200,504
https://moneyforward.com/,200,TimeoutError
http://www.livedoor.com/,200,504
http://www.livedoor.com/,200,504
http://oeeee.com,200,503
http://goldcarpet.cn,200,503
http://youdao.com,200,503
https://www.gst.gov.in/,200,TimeoutError
http://ynet.com,200,TimeoutError
http://chinagate.cn,200,503
http://ntsofoiur.fun,200,504
http://ems.com.cn,200,504
http://cyol.com,200,503
http://d1net.com,200,504
http://cfsbcn.com,200,TimeoutError
http://hea.cn,200,503
http://caichongwang.com,200,TimeoutError
http://seasonvar.ru,200,504
http://shafaqna.com,200,504
http://www.google.hu/,200,504
http://turkmenistanhabar.com,200,504
https://listindiario.com/,200,TimeoutError
http://www.bbwhf.com/,200,TimeoutError
http://meb.gov.tr,200,504
http://www.inven.co.kr/,200,504
http://internetdownloadmanager.com,200,504
https://www.americanas.com.br/,200,403
http://nga.cn,200,504
http://miaopai.com,200,503
http://businesstoday.com.tw,200,504
http://syosetu.com,200,403
http://9876ydd.com,200,403
http://ccb.com,200,503
http://ctrip.com,200,503
http://southmoney.com,200,503
https://www.abc.es/,200,429
http://china360.cn,200,503
http://w7000.com,200,503
http://qeqeqe.com,200,503
http://eastday.com,200,503
http://ylsw.com,200,503
http://ca800.com,200,TimeoutError
http://fy169.net,200,TimeoutError
http://verydesigner.cn,200,TimeoutError
http://otzovik.com,200,507
https://narod.ru/,200,TimeoutError
http://cncv.org.cn,200,503
https://www.eurobank.gr/el/retail,200,406
http://zybang.com,200,503
http://sznews.com,200,503
http://istv.com.cn,200,503
http://www.nyu.edu/,200,403
http://casicloud.com,200,503
http://liecheng.cn,200,503
http://114la.com,200,503
http://adfreevision.com,200,403
http://chinaunix.net,200,503
https://www.dhgate.com/,200,TimeoutError
http://foodmate.net,200,503
http://weimob.com,200,503
http://ipt.pw,200,403
http://www.downxia.com/,200,503
http://mikecrm.com,200,TimeoutError
http://multibux.org,200,504
http://timeoutcn.com,200,504
http://dedecms.com,200,TimeoutError
http://icbc.com.cn,200,504
http://fitgirlrepacks.co,200,504
http://5156edu.com,200,503
http://sumitomokenki.com.cn,200,TimeoutError
http://science-of-achievement.com,200,504
http://sex-studentki.top,200,504
http://www.qhdsny.com,200,403
https://www.in.locan.to/,200,403
http://idianfa.com,200,504
http://seo.com.cn,200,504
https://www.sovrn.com/,200,TimeoutError
http://ustc.edu.cn,200,504
http://koreatimes.co.kr,200,504
http://arbitr.ru,200,504
http://xdjd.cn,200,503
http://web-hosting.com,200,403
http://miwifi.com,200,503
http://qhnmdb.com,200,503
http://jinritemai.com,200,503
http://chengdun.com,200,TimeoutError
http://linkhaitao.com,200,TimeoutError
http://cnki.com.cn,200,504
http://sobot.com,200,504
